Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1987,02/29/1988,"Growers Coop Grape Juice Co.,  Inc",Chautauqua,LAKESHORE,0,0,YES
1978,07/11/1994,"Madison,  Neil F.",Cattaraugus,BRADFORD,9,0,NO
1995,02/15/1996,"Desert Gas Exploration, Inc.",Chautauqua,GERRY-CHARLOTTE,0,0,YES
1994,01/31/1995,"Peterson, Donald W. & L. Janet",Chautauqua,LAKESHORE,0,0,YES
1967,10/07/1994,Dawn Oil Co.,Chautauqua,BUSTI,2,0,NO
1992,04/08/1993,Davey - Joans,Oswego,KASOAG,0,0,INACTIVE
1983,02/01/1984,Baker & Odonnell Dev. Co.,Allegany,ANDOVER,1,0,NO
1996,02/07/1997,Gustafson Family Trust 2,Chautauqua,CONEWANGO CREEK,0,0,YES
1992,05/07/1993,TGX Corp.,Chautauqua,LAKESHORE,0,0,YES
1968,10/05/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,52,0,NO
1996,04/08/1997,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1979,06/29/1994,"Schaffner, William D.",Allegany,RICHBURG,1,0,NO
1997,04/07/1998,Belden & Blake Corporation,Wyoming,NORTHWOODS,0,0,NO
1988,07/24/1989,"Bouquin, Fred C Jr",Cattaraugus,BRADFORD,39,0,NO
1969,10/04/1994,Sturdevant Oil Co.,Cattaraugus,BRADFORD,14,6,NO
1989,03/29/1990,"Bounty Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1980,06/27/1994,"Reserve Gas Company, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1986,01/28/1987,Bay Energy Co -3,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1997,04/09/1998,"Ardent Resources, Inc.",Ontario,BENTON RUN,0,0,NO
1981,06/09/1994,Clover Oil & Gas Co.,Genesee,ALDEN-LANCASTER,0,0,NO
1991,03/26/1992,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,0,0,YES
1999,03/27/2000,Estate of James D. Greene,Allegany,FORD'S BROOK,29,0,INACTIVE
1993,02/15/1994,Lackawanna City School District,Erie,BUFFALO,0,0,INACTIVE
1991,02/24/1992,"Gomez, John",Allegany,RICHBURG,0,1,INACTIVE
1997,03/24/1998,"Frey Well Drilling, Inc.",Genesee,ALDEN-LANCASTER,0,0,YES
1987,02/29/1988,"Balcerzak, Walter & Evalyn",Erie,COWLESVILLE,0,0,YES
1983,04/23/1984,"Ripley State Line Truck Stop, Inc.",Chautauqua,LAKESHORE,0,0,YES
1977,08/15/1994,"Gaylor, Josephine M.",Cattaraugus,BRADFORD,0,3,INACTIVE
1980,06/15/1994,Cumberland Oil Corp.,Chautauqua,LAKESHORE,0,0,NO
1997,03/30/1998,Williams Brothers Oil Co.,Cattaraugus,BRADFORD,32,0,NO
1990,04/01/1991,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1989,04/12/1990,BBI Curacao N.V.,Cattaraugus,BRADFORD,27,0,NO
1987,03/29/1988,"Doran & Associates, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/02/1999,"Stedman Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,01/25/1990,"Wilkinson, Keith",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1995,05/07/1996,"County Line Stone Co., Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1996,03/19/1997,Viera Energy Corp.,Chautauqua,BUSTI,0,0,INACTIVE
1992,04/14/1993,United States Gypsum Co.,Genesee,INDIAN FALLS,0,0,NO
1987,03/18/1988,"Lenape Resources Corp., The",Wyoming,LEICESTER,0,0,NO
1975,08/30/1994,"Bentley,Alton",Allegany,,1,0,NO
1997,03/31/1998,New York Gas & Oil Drilling Co,Chautauqua,KELLY HILL,0,0,NO
1977,08/10/1994,Conklin Oil,Allegany,RICHBURG,13,0,NO
1980,06/27/1994,National Fuel Gas Supply Corp.,Genesee,PAVILION,0,0,YES
1989,04/12/1990,"Newman, Edgar F",Cattaraugus,CHIPMUNK,10,0,NO
1982,05/27/1994,"Red Wing Co., Inc.",Chautauqua,LAKESHORE,0,0,YES
1986,04/10/1987,Village of Depew,Erie,ALDEN-LANCASTER,0,0,YES
1994,03/07/1995,"Blessing, Michael R.",Cattaraugus,BRADFORD,3,0,NO
1968,09/30/1994,Iroquois Gas Corp.,Cattaraugus,,0,0,NO
1986,03/26/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,06/26/2000,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,0,0,YES
1983,06/05/1984,"Bellows, Herbert & Nellie",Allegany,FULMER VALLEY,4,0,NO
1983,04/11/1984,"Taylor, Gilbert M",Allegany,RICHBURG,20,6,NO
1976,08/22/1994,"Root, Ralph Mr.",Allegany,BRADFORD,50,34,NO
1999,04/07/2000,Great Lakes Energy Partners,Chautauqua,ALDEN-LANCASTER,0,0,NO
1991,03/16/1992,"Winter, Clarence",Erie,NORTH COLLINS,0,0,YES
1996,01/21/1997,"Goose Creek Drilling, Inc.",Chautauqua,LAKESHORE,0,0,NO
1983,05/07/1984,C & R Oil & Gas Corp.,Cattaraugus,FIVE MILE,42,3,NO
1977,08/18/1994,Dresser Trans Equipment Division,Erie,ALDEN-LANCASTER,0,0,YES
1990,04/12/1991,"Fairmont Oil Co., Inc.",Cattaraugus,FARMERSVILLE,0,2,INACTIVE
1999,04/06/2000,"Nornew, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1986,03/18/1987,"Empire Exploration, Inc.",Cattaraugus,DAYTON,0,0,NO
1986,03/18/1987,"Desert Gas Exploration, Inc.",Allegany,RICHBURG,0,0,NO
1999,08/10/2001,New York Gas & Oil Drilling Co,Erie,COWLESVILLE,0,0,INACTIVE
1986,04/14/1987,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,03/09/1998,"Reserve Gas Company, Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1967,10/07/1994,"Wilcox,Wilcox & Wilcox",Chautauqua,BUSTI,0,0,
1987,03/01/1988,"Buffalo Block Company, Inc.",Erie,BUFFALO,0,0,YES
1997,03/31/1998,"Shelex Drilling, Inc.",Chautauqua,NORTH HARMONY,1,0,NO
1986,03/10/1987,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,0,0,YES
1986,02/19/1987,Grimsby & Co.,Chautauqua,LAKESHORE,0,0,NO
1967,10/07/1994,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1979,06/30/1994,Lenco Drilling Co.,Cattaraugus,FIVE MILE,30,0,NO
1996,01/21/1997,Akron Central School District,Erie,AKRON,0,0,YES
1986,11/30/1987,"Lipman, Robert & Joan",Erie,BUFFALO,0,0,NO
1986,01/30/1987,"Sinclairville Petroleum, Inc.",Erie,LAKEVIEW,0,0,NO
1994,04/10/1995,"Friendship Dairies, Inc.",Allegany,FRIENDSHIP,0,0,YES
1986,06/19/1987,Turbodyne Division,Allegany,FULMER VALLEY,0,1,
1980,06/27/1994,"Buffalo China, Inc.",Erie,BUFFALO,0,0,INACTIVE
1990,04/12/1991,Meridian Exploration Corp.,Seneca,FAYETTE-WATERLOO,0,0,NO
1983,02/07/1984,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,0,0,NO
1995,04/17/1996,"JFS Energy Enterprises, LLC",Erie,LAKEVIEW,0,0,NO
1978,07/13/1994,Gailbert Energy,Chautauqua,LAKESHORE,0,0,NO
1991,03/23/1992,Altimus & Associates,Cattaraugus,BRADFORD,2,0,NO
1986,03/05/1987,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1996,03/31/1997,"Geo Ventures, Inc.",Erie,LAKESHORE,0,0,NO
1993,03/30/1994,Williams Brothers Oil Co.,Cattaraugus,BRADFORD,32,0,NO
1978,07/13/1994,Evinczik & Johnson,Chautauqua,BUSTI,4,1,NO
1998,01/08/1999,"D-J's Farms, Inc.",Seneca,FAYETTE-WATERLOO,0,0,YES
1994,05/03/1995,"Eastern States Energy, Inc.",Erie,NORTH COLLINS,0,0,NO
1989,04/24/1990,Hunt Oil Co.,Allegany,RICHBURG,18,0,NO
1980,06/27/1994,"Herberger, Donald",Genesee,PAVILION,0,0,NO
1998,05/25/1999,"Desert Gas Exploration, Inc.",Cattaraugus,,0,0,INACTIVE
1992,04/27/1993,"GFS Energy, Inc.",Wyoming,LEICESTER,0,0,NO
1982,05/17/1994,"Karim, Raja Abdul",Cayuga,BLUE TAIL ROOSTER,0,0,INACTIVE
1993,03/31/1994,"Proma, Ltd.",Erie,CHESTNUT RIDGE,0,0,INACTIVE
1993,04/07/1994,"Gleason, Charlotte",Allegany,FULMER VALLEY,3,0,NO
1994,03/23/1995,Seneca Resources Corporation,Genesee,ALDEN-LANCASTER,0,0,NO
1993,03/09/1994,Baker & Odonnell Dev. Co.,Allegany,FULMER VALLEY,0,1,INACTIVE
1999,03/07/2000,Moose Oil Co.,Allegany,RICHBURG,28,0,NO
1988,04/07/1989,"Loring, Robert  H.",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1985,03/26/1986,Heitman Gas,Chautauqua,LAKESHORE,0,0,NO
1997,01/15/1998,"Storch, Diane F.",Wyoming,DANLEY CORNERS,0,0,YES
1987,04/19/1988,Columbia Gas Transmission Corp.,Chautauqua,LAKESHORE,0,0,YES
1997,03/30/1998,"Elliott, Virginia L.",Allegany,FULMER VALLEY,0,5,INACTIVE
1997,03/11/1998,"J M Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1980,06/15/1994,Cassadaga Valley Central School,Chautauqua,LAKESHORE,0,0,YES
1994,01/18/1995,"Aldinger, Gerald F. & Naomi R.",Erie,ALDEN-LANCASTER,0,0,YES
1977,08/17/1994,Lenacre Oil Co.,Chautauqua,BUSTI,42,4,NO
1995,03/28/1996,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,0,0,YES
1991,02/20/1992,Estate of Richard E. Howard,Allegany,RICHBURG,15,0,NO
1992,03/25/1993,"Tomaka-Bay Energy Co., Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1986,04/13/1987,Walker Exploration & Production Corp.,Cattaraugus,LAKESHORE,0,0,NO
1992,04/29/1993,"Energy Control Unlimited, Inc.",Erie,LAKESHORE,0,0,NO
1996,04/08/1997,"GFS Energy, Inc.",Wyoming,CASCADE BROOK,0,0,NO
1976,08/25/1994,"Buffalo Wire Works Co., Inc.",Erie,BUFFALO,0,0,YES
1992,04/28/1993,"Greater Buffalo Press,  Inc.",Erie,TONAWANDA,0,0,INACTIVE
1988,04/04/1989,Mitchell Exploration Corp.,Seneca,MONTEZUMA MARSH,0,0,INACTIVE
1978,07/11/1994,"Joyce ,Charles H.",Allegany,FULMER VALLEY,26,9,NO
1998,08/28/2001,"BDH Oil, Inc.",Cattaraugus,BRADFORD,24,0,NO
1991,03/26/1992,Wasson/Regis Oil Company,Allegany,RICHBURG,24,14,NO
1969,09/30/1994,Iroquois Gas Corp.,Allegany,STATE LINE,0,0,INACTIVE
1981,06/10/1994,"Westmin Resources,  Inc.",Wyoming,,0,0,INACTIVE
1988,05/01/1989,"Forrestel, Richard E",Erie,AKRON,0,0,YES
1985,03/28/1986,Meridian Exploration Corp.,Cayuga,WEST AUBURN,0,0,INACTIVE
1978,07/13/1994,"Flint Oil & Gas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,03/03/1992,Mother of Divine Grace Church,Erie,BUFFALO,0,0,YES
1997,03/24/1998,"Carr, Daniel Paul & Gill, Mary Eileen",Cattaraugus,BRADFORD,2,0,NO
1991,03/23/1992,"Otis Eastern Service, Inc.",Allegany,FULMER VALLEY,5,0,NO
1990,03/27/1991,Libra Petroleum Company,Chautauqua,BUSTI,68,0,NO
1999,04/19/2000,Columbia Natural Resources  LLC,Seneca,NEILSON ROAD POOL,0,0,NO
1989,03/29/1990,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,0,0,INACTIVE
1988,04/12/1989,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,310,1,NO
1983,03/06/1984,National Fuel Gas Supply Corp.,Chautauqua,NASHVILLE,0,0,YES
1974,09/07/1994,Estate of  Richard G Smith,Allegany,RICHBURG,14,3,NO
1994,01/31/1995,"Partyka, Pauline D.",Chautauqua,LAKESHORE,0,0,YES
1995,01/18/1996,"Mancuso, George P. Estate of",Livingston,UHLEY CORNERS-CALEDONIA,0,0,YES
1988,07/24/1989,"Wilkinson, Robert",Allegany,RICHBURG,14,0,NO
1982,05/25/1994,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1990,03/25/1991,"Tony's, Inc.",Chautauqua,LAKESHORE,0,0,YES
1981,06/16/1994,K-Arcy Corp.,Allegany,SCIO,24,0,NO
1991,03/04/1992,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,1,0,NO
1991,03/26/1992,"Howles, William",Erie,ELMA,0,0,INACTIVE
1994,03/22/1995,Seneca Resources Corporation,Cattaraugus,LAKESHORE,0,0,NO
1989,07/17/1990,Simpson Slade Ltd,Chautauqua,LAKESHORE,0,0,NO
1982,05/31/1994,Pennzoil Products Co.,Cattaraugus,BRADFORD,621,37,YES
1987,04/27/1988,Regal Energy Limited,Erie,BRANT-EDEN,0,0,NO
1997,03/20/1998,"Subsea Oil & Gas, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1995,04/01/1996,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1993,07/26/1994,"Baldwin, Grace I",Allegany,RICHBURG,1,0,YES
1978,07/14/1994,"Flint Oil & Gas, Inc.",Erie,CONCORD,0,0,NO
1974,09/09/1994,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,0,0,YES
1998,08/13/2001,"Chapman-Bay Energy Co., Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1987,04/22/1988,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,14,0,NO
1990,01/30/1991,"Ebenezer Oil Co., Inc.",Allegany,BEECH HILL-INDEPENDENCE,38,0,NO
1994,03/03/1995,"Alcott, C. Keith",Oneida,UNNAMED,0,0,INACTIVE
1985,10/22/1986,"Iantorno, Rubens",Allegany,RICHBURG,2,0,NO
1986,02/19/1987,Escolarite & Co.,Chautauqua,LAKESHORE,0,0,NO
1981,06/02/1994,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1992,04/29/1993,"Spaulding Composites Co., Inc.",Erie,TONAWANDA,0,0,INACTIVE
1985,02/12/1986,Go Gas Drilling Co.,Chautauqua,LAKESHORE,0,0,NO
1984,04/11/1985,National Fuel Gas Supply Corp.,Erie,LAKEVIEW,0,0,YES
1998,03/22/1999,Seneca Resources Corporation,Ontario,WHETSTONE BROOK,0,0,NO
1984,04/12/1985,National Fuel Gas Supply Corp.,Erie,WALES,0,0,YES
1986,03/26/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1976,08/25/1994,"Basic Energy Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,06/15/1994,Fault Line Oil Corporation,Cattaraugus,ASHFORD,0,0,INACTIVE
1998,02/08/1999,"Hulsebosch, Jessica",Chemung,ELMIRA,0,0,NO
1991,02/21/1992,Estate of Edward Eckstrom,Chautauqua,BUSTI,0,1,INACTIVE
1991,02/27/1992,United States Gypsum Co.,Wyoming,DANLEY CORNERS,0,0,NO
1988,07/24/1989,Francis Root Oil Company,Allegany,RICHBURG,2,1,NO
1986,04/13/1987,Seis-Ex Geophysical Ltd,Chautauqua,LAKESHORE,0,0,NO
1983,04/19/1984,Quaker State Corp.,Cattaraugus,BRADFORD,218,9,YES
1994,04/06/1995,"Hale, Michael L.",Cattaraugus,BRADFORD,1,0,NO
1989,03/12/1990,"Frey Well Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1980,06/13/1994,Bruce Ingalls & Son,Allegany,RICHBURG,7,7,NO
1998,02/08/1999,Fea Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1991,03/24/1992,"Empire Exploration, Inc.",Genesee,BETHANY,0,0,NO
1978,07/14/1994,"Pero Farms, Inc.",Erie,BRANT-EDEN,0,0,YES
1986,04/15/1987,"Doran & Associates, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/11/1987,Vandermark Associates,Allegany,GORDON BROOK,0,0,NO
1990,03/31/1991,"Borglum, Elsie J.",Yates,NORTH PENN YAN,0,0,NO
1994,01/19/1995,"Barberi, Elberta",Erie,GLENWOOD,0,0,INACTIVE
1992,04/27/1993,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,NO
1990,05/31/1991,"Joyce, Christine M.",Allegany,FULMER VALLEY,18,1,NO
1987,04/19/1988,Midwest O & G Ltd Partnership,Chautauqua,LAKESHORE,0,0,NO
1986,03/10/1987,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,YES
1973,09/15/1994,"Herne, W.H.",Allegany,,0,5,INACTIVE
1996,01/22/1997,"Uhl, Donna M.",Cattaraugus,CHIPMUNK,3,1,NO
1991,02/05/1992,"Vanscoy, James S & Regina M.",Cattaraugus,BRADFORD,3,0,NO
1979,07/08/1994,Reliance Oil Cor.,Cayuga,AUBURN,0,0,INACTIVE
1992,04/09/1993,"Gorveland Drilling, Inc.",Livingston,DANSVILLE,0,0,YES
1981,06/16/1994,"Skiver, Allen D",Allegany,RICHBURG,0,0,YES
1983,04/09/1984,Conklin Oil,Allegany,RICHBURG,10,1,NO
1994,04/06/1995,L. W. Resources,Chautauqua,LAKESHORE,0,0,NO
1992,04/09/1993,Vineyard Oil & Gas Company,Chautauqua,LAKESHORE,0,0,NO
1988,04/12/1989,I Squared Energy II,Erie,AKRON,0,0,NO
1985,05/23/1986,National Fuel Gas Supply Corp.,Allegany,RICHBURG,0,0,NO
1992,04/07/1993,Oak Hill Oil Co.,Cattaraugus,BRADFORD,16,5,NO
1992,04/26/1993,"Subsea Oil & Gas, Inc.",Erie,BUFFALO CREEK,0,0,NO
1998,01/06/1999,"Auburn Golf & County Club, Inc",Cayuga,AUBURN,0,0,INACTIVE
1985,02/28/1986,North Collins Drilling Program,Erie,NORTH COLLINS,0,0,NO
1996,03/17/1997,Thomas A Miller Oil Co.,Cattaraugus,BRADFORD,4,0,NO
1982,05/27/1994,"Sena, Joseph R",Chautauqua,LAKESHORE,0,0,YES
1991,03/16/1992,National Fuel Gas Supply Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1998,08/05/1999,A. J. Lease Account,Cattaraugus,CHAFFEE-ARCADE,0,0,INACTIVE
1985,03/24/1986,K-Arcy Corp.,Allegany,RICHBURG,6,1,NO
1991,02/07/1992,"Kingsley, Edgar",Wyoming,LEICESTER,0,0,YES
1974,09/08/1994,D-Y-M Corp.,Steuben,BEECH HILL-INDEPENDENCE,23,0,NO
1995,03/28/1996,"Linn, Conrad W. Jr.",Cattaraugus,BRADFORD,5,0,NO
1984,04/15/1985,"Desert Gas Exploration, Inc.",Allegany,RICHBURG,17,1,NO
1978,07/14/1994,"Pominex, Inc.",Cayuga,,0,0,
1984,04/03/1985,"Boswell, Estate of James B.",Chautauqua,BUSTI,12,0,NO
1996,03/17/1997,"Pan Energy Company, Inc.",Erie,CONCORD,0,0,NO
1977,08/11/1994,"McKee, Robert S",Allegany,FORD'S BROOK,0,27,INACTIVE
1996,03/26/1997,"N.E.A. Cross of N.Y., Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/11/1987,Pennzoil Products Co.,Cattaraugus,BRADFORD,6,0,YES
1972,09/20/1994,"Cusimano, Sam",Chautauqua,BUSTI,3,0,NO
1986,07/02/1987,"Everman, Daisy S",Livingston,DANSVILLE,0,0,YES
1987,04/19/1988,Oilmark & Co.,Chautauqua,LAKESHORE,0,0,NO
1999,10/06/2000,A.D.C.O. Well Services Inc.,Cayuga,WEST AUBURN,0,0,NO
1991,02/21/1992,"Frey Well Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1981,06/07/1994,National Fuel Gas Supply Corp.,Erie,LAKESHORE,0,0,YES
1967,10/07/1994,Great Lakes Gas Corp.,Wyoming,DANLEY CORNERS,0,0,NO
1970,09/29/1994,"Musser, S.  T.",Chautauqua,BUSTI,24,0,NO
1998,03/18/1999,Fault Line Oil Corporation,Erie,CHAFFEE-ARCADE,0,0,NO
1979,07/11/1994,"Devlin,  W Festate",Cattaraugus,,7,0,NO
1995,02/27/1996,"Tenpas, Harold R.",Chautauqua,LAKESHORE,0,0,YES
1978,07/11/1994,National Fuel Gas Supply Corp.,Cattaraugus,,0,0,
1984,04/03/1985,"Abarta Oil & Gas, Inc.",Erie,LAKESHORE,0,0,NO
1970,09/29/1994,Witco Corp.,Cattaraugus,BRADFORD,166,15,NO
1997,01/12/1998,"Jennings, Alfred",Allegany,SCIO,4,0,NO
1993,03/30/1994,"Marieff Petroleum, Inc.",Chautauqua,LAKESHORE,0,0,NO
1979,06/29/1994,"Ardmore Resources, Inc.",Cattaraugus,FIVE MILE,0,0,NO
1991,03/10/1992,"Keystone Energy Oil & Gas, Inc",Cattaraugus,LAKESHORE,0,0,INACTIVE
1999,04/06/2000,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1979,06/29/1994,Maple Oil Co.,Allegany,RICHBURG,8,1,NO
1979,07/08/1994,"Lenape Resources Corp., The",Wyoming,DANLEY CORNERS,0,0,INACTIVE
1982,05/26/1994,"Hugoton Petroleum,  Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1996,04/08/1997,"GFS Energy, Inc.",Erie,BUFFALO CREEK,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Erie,SARDINIA,0,0,NO
1998,03/15/1999,"Witkowski, Dave",Erie,ELMA,0,0,NO
1991,02/28/1992,New York Gas & Oil Drilling Co,Genesee,ALDEN-LANCASTER,0,0,NO
1986,04/10/1987,Richardson Petroleum Corp.,Allegany,BEECH HILL-INDEPENDENCE,172,1,NO
1992,04/06/1993,"Empire Exploration, Inc.",Ontario,EAST BLOOMFIELD,0,0,NO
1998,04/05/1999,Shawnee Operating Co.,Erie,BRANT-EDEN,0,0,NO
1983,03/06/1984,National Fuel Gas Supply Corp.,Erie,ZOAR,0,0,YES
1969,10/03/1994,"Ebenezer Oil Co., Inc.",Allegany,BEECH HILL-INDEPENDENCE,5,12,NO
1981,06/01/1994,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,1,0,NO
1988,05/01/1989,"Buffalo China, Inc.",Erie,BUFFALO,0,0,INACTIVE
1990,03/26/1991,"Yahn & Yahn, Inc.",Allegany,BEECH HILL-INDEPENDENCE,10,2,NO
1986,04/15/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1976,08/25/1994,"Paragon Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/15/1999,"REI-NY, LLC",Chautauqua,GERRY-CHARLOTTE,8,6,NO
1993,03/14/1994,Gustafson Family Trust 2,Chautauqua,CONEWANGO CREEK,0,0,YES
1978,07/14/1994,"Seaport Natural Gas Co., Inc.",Erie,LAKEVIEW,0,0,NO
1990,03/01/1991,"Atwood Energy, Inc.",Cattaraugus,LAKESHORE,0,0,
1984,04/11/1985,"Empire Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1976,08/22/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,0,0,NO
1995,01/24/1996,"McCray, Gordon M.",Chautauqua,LAKESHORE,0,0,YES
1979,07/08/1994,"Borglum, Elsie J.",Yates,NORTH PENN YAN,0,0,YES
1972,09/29/1994,Iroquois Gas Corp.,Chautauqua,SHERIDAN,0,0,NO
1999,04/03/2000,"Yahn & Yahn, Inc.",Allegany,BEECH HILL-INDEPENDENCE,13,0,NO
1995,03/29/1996,"Weil Resources, Inc.",Erie,LAKEVIEW,0,0,NO
1978,07/13/1994,L & B Oil Com.,Chautauqua,BUSTI,1,0,NO
1987,07/12/1988,Clarion Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1982,05/31/1994,Newman & Blessing,Cattaraugus,,3,0,NO
1989,03/16/1990,Arlington Exploration Co.,Steuben,THOMAS CORNERS,0,0,NO
1970,09/29/1994,West Brothers,Genesee,ALDEN-LANCASTER,0,0,NO
1989,12/23/1994,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1992,04/13/1993,Transfuel Resources Co.,Chautauqua,LAKESHORE,0,0,
1991,03/25/1992,"Geo Ventures, Inc.",Erie,CONCORD,0,0,YES
1993,03/08/1994,East Aurora Union Free School District,Erie,EAST AURORA,0,0,YES
1983,05/22/1984,"Ford, Azel R",Allegany,UNNAMED,0,0,NO
1994,05/24/1995,Big Tree Energy Partners,Wyoming,UNNAMED,0,0,INACTIVE
1984,04/04/1985,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,3,INACTIVE
1988,04/04/1989,National Fuel Gas Supply Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1991,03/13/1992,National Fuel Gas Supply Corp.,Erie,BRANT-EDEN,0,0,NO
1978,07/11/1994,"Bucher, Charles J",Cattaraugus,FOUR MILE,0,4,INACTIVE
1995,04/17/1996,"Ardent Resources, Inc.",Wyoming,NORTHWOODS,0,0,NO
1989,04/06/1990,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1973,09/14/1994,"State Line Oil & Gas Co.,Inc.",Chautauqua,,0,0,INACTIVE
1984,04/02/1985,"P & S Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1999,03/31/2000,"Howles, William",Erie,ELMA,0,0,YES
1999,04/04/2000,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1990,03/18/1991,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1991,04/13/1992,"Pinney, Dewey H",Allegany,RICHBURG,1,15,NO
1998,01/28/1999,"Peters, Judy M.",Cattaraugus,DUBLIN HOLLOW,0,0,YES
1978,07/11/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,209,0,NO
1993,01/21/1994,Panama Central School District,Chautauqua,LAKESHORE,0,0,YES
1983,02/02/1984,Devonian Energy Corp.,Cayuga,,0,0,INACTIVE
1977,08/19/1994,National Exploration Co.,Ontario,WEST BLOOMFIELD,0,0,INACTIVE
1999,04/19/2000,Columbia Natural Resources  LLC,Seneca,FAYETTE-WATERLOO,0,0,NO
1985,01/31/1986,"S & M Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1990,04/08/1991,High Point Petroleum Corp.,Wyoming,SILVER LAKE,0,0,INACTIVE
1978,07/13/1994,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,03/14/1994,"Otis Eastern Service, Inc.",Allegany,BEECH HILL-INDEPENDENCE,9,2,NO
1984,04/10/1985,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,220,169,NO
1984,04/03/1985,"Westmin Resources,  Inc.",Wyoming,UNNAMED,0,0,INACTIVE
1999,04/07/2000,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,INACTIVE
1986,03/26/1987,"Wanamaker, Raymond & Aletha",Erie,GLENWOOD,0,0,NO
1995,01/29/1996,"Rotunda Estate, Sandy",Chautauqua,LAKESHORE,0,0,INACTIVE
1992,05/03/1993,"NY-Penn Exploration, Inc",Chautauqua,LAKESHORE,0,0,NO
1998,01/21/1999,"Kerr, Allan A. and Shirley A.",Cattaraugus,LAKESHORE,0,0,YES
